username,reported_following,reported_followers,processed_following,processed_followers
newmediapioneer,0,0,0,12
ckhmod,0,0,0,7
mememuncher420,0,0,0,3
JbrVisuals,0,0,0,0
Deepfishlol,0,0,0,0
PerouzT,0,0,0,0
davitb,0,0,0,1
jonathanlei0,0,0,0,2
davehariri,0,0,0,3
FlyersRights,0,0,0,0
AlexGroberman_,0,0,0,0
RealTjDunham,0,0,0,0
OpSecCloud,0,0,0,0
anish_hg,0,0,0,0
AnneliesGamble,0,0,0,0
EnsoData,0,0,0,0
argilla_io,0,0,0,89
ashfontana,0,0,0,8
PromethiumI,0,0,0,0
VideaHealthAI,0,0,0,0
LiltHQ,0,0,0,0
angcharlesli,0,0,0,5
lijiali_vision,0,0,0,51
McDonaghMatthew,0,0,0,0
presalecodefind,0,0,0,0
vonstrenginho,0,0,0,0
sanchans,0,0,0,6
samsamoa,0,0,0,32
kdowns_22,0,0,0,1
SteveMSchanwald,0,0,0,0
jundesai,0,0,0,18
amytcun,0,0,0,10
goocarlos,0,0,0,10
ericzakariasson,0,0,0,105
shaoruu,0,0,0,67
realGeorgeHotz,0,0,0,0
sybilhyz,0,0,0,90
jayyzhu,0,0,0,1
r_ciesielski,0,0,0,1
dome_271,0,0,0,44
alexwei_,0,0,0,197
nayakkayak,0,0,0,13
wenlong_huang,0,0,0,59
Sethwinterroth,0,0,0,0
kvablack,0,0,0,47
ir413,0,0,0,31
Macbaconai,0,0,0,0
h_kujtim,0,0,0,2
MaxBrodeurUrbas,0,0,0,0
zheanxu,0,0,0,40
KabirGoel,0,0,0,0
xanamini,0,0,0,59
denisyarats,0,0,0,123
siddharthb_,0,0,0,54
philippswu,0,0,0,25
ajabri,0,0,0,55
robhou_,0,0,0,17
zizhpan,0,0,0,174
lisabdunlap,0,0,0,45
ikostrikov,0,0,0,115
darkestdollx,0,0,0,10
HBCoop_,0,0,0,0
davidrmcall,0,0,0,6
azed_ai,0,0,0,25
mntruell,0,0,0,150
yhbryankimiq,0,0,0,22
ASvanevik,0,0,0,0
jrobb,0,0,0,1
nikshepsvn,0,0,0,7
zeeshanp_,0,0,0,56
calvincbzhang,0,0,0,3
AlizeePace,0,0,0,0
asciidiego,0,0,0,42
graceluo_,0,0,0,28
haoliuhl,0,0,0,113
wilson1yan,0,0,0,17
nihana,0,0,0,7
dnlkwk,0,0,0,28
jessicadai_,0,0,0,54
xyzw_io,0,0,0,4
PPLXsports,0,0,0,0
wzihanw,0,0,0,174
KShubhang,0,0,0,0
kylelostat,0,0,0,179
pigjunebaba,0,0,0,71
victor207755822,0,0,0,114
apostraphi,0,0,0,31
YutongBAI1002,0,0,0,0
_albertgu,0,0,0,326
nikhilthota,0,0,0,21
randomjohnnyh,0,0,0,40
henrymodis,0,0,0,23
fkadev,0,0,0,38
MetaPhalanx,0,0,0,0
rbehal1729,0,0,0,19
aye_aye_kaplan,0,0,0,5
LDanilek,0,0,0,0
gallabytes,0,0,0,87
jbfja,0,0,0,60
gabepereyra,0,0,0,49
Gabuhamad,0,0,0,0
agialphaagent,0,0,0,1
Prince_Canuma,0,0,0,0
benln,0,0,0,127
abhshkdz,0,0,0,149
ire_cannistraci,0,0,0,15
JiquanNgiam,0,0,0,0
claud_fuen,0,0,0,28
dsouzaalan,0,0,0,3
YunTaTsai1,0,0,0,0
KuoHaoZeng,0,0,0,0
weichiuma,0,0,0,44
ZCCZHANG,0,0,0,0
ericjing_ai,0,0,0,42
tonywu_71,0,0,0,38
AdamRodmanMD,0,0,0,0
AaCANsha,0,0,0,0
ellev3n11,0,0,0,30
ajhofmann18,0,0,0,15
lukemelas,0,0,0,28
camronsackett,0,0,0,3
javilop,0,0,0,22
ahsalem511,0,0,0,3
lmsysorg,0,0,0,87
medhini_n,0,0,0,39
rahulvohra,0,0,0,87
ianwu97,0,0,0,4
QuoteChain_Labs,0,0,0,0
ParsaKhaz,0,0,0,0
matthieuschulz,0,0,0,1
Laura_USLege,0,0,0,0
freeshreeda,0,0,0,4
youseememiami,0,0,0,10
gilad,0,0,0,12
Guodaya,0,0,0,0
nton__,0,0,0,5
saleh_mirnezami,0,0,0,2
sualehasif996,0,0,0,73
umbrant,0,0,0,2
zoolsher,0,0,0,1
AbdullaBaker001,0,0,0,0
jxwuyi,0,0,0,14
miserlis_,0,0,0,80
Zhongyi_Zhou_,0,0,0,0
lishali88,0,0,0,109
arpeggi_labs,0,0,0,2
GYuvrender,0,0,0,0
reedbndr,0,0,0,8
TerryTangYuan,0,0,0,0
lucascassiano,0,0,0,4
ssnl_tz,0,0,0,81
OroBlanco2186,0,0,0,0
russelljkaplan,0,0,0,176
daveaitel,0,0,0,6
paria_rd,0,0,0,3
YingXiao,0,0,0,0
ciguleva,0,0,0,57
zhs05232838,0,0,0,92
vincentjliu,0,0,0,8
siyuanhuang95,0,0,0,35
zhaohengyin,0,0,0,2
jiayi_pirate,0,0,0,169
Emal,0,0,0,0
jediahkatz,0,0,0,10
YapeiChang,0,0,0,0
imgrohit,0,0,0,10
julsimon,0,0,0,45
PangWeiKoh,0,0,0,0
eoghan,0,0,0,57
MadsLunau,0,0,0,0
afoxjohnston,0,0,0,0
pmoe,0,0,0,12
gandhikanishk,0,0,0,60
ceobillionaire,0,0,0,73
TomSiebel,0,0,0,0
ToddMostak,0,0,0,0
teortaxesTex,0,0,0,0
rmitch,0,0,0,3
xingyaow_,0,0,0,127
liujc1998,0,0,0,90
real_ioannis,0,0,0,49
DachengLi177,0,0,0,0
hamishivi,0,0,0,91
DivGarg_,0,0,0,0
pepahlavacek,0,0,0,0
karanperi,0,0,0,5
RGurumurthy,0,0,0,0
julianparc,0,0,0,2
andrea_dittadi,0,0,0,8
nikogrupen,0,0,0,10
t_pelinski,0,0,0,8
itsandrewgao,0,0,0,168
NaefLuca,0,0,0,0
c3kel,0,0,0,12
prit4k,0,0,0,0
vero_bartakova,0,0,0,0
souyakuchan,0,0,0,2
BasedTorba,0,0,0,0
0xtigs,0,0,0,7
hughesthe1st,0,0,0,12
viccpoes,0,0,0,30
chinmayskulk,0,0,0,0
kurtosis0,0,0,0,13
prla,0,0,0,1
edithyeung,0,0,0,5
RyanBaum,0,0,0,0
myleott,0,0,0,68
fangchenliu_,0,0,0,18
FreedmanRach,0,0,0,0
ARGleave,0,0,0,0
kn,0,0,0,3
the_chet2an,0,0,0,0
wardpeet,0,0,0,4
ogrisel,0,0,0,154
stacyherbert,0,0,0,7
danyulzz,0,0,0,0
austin11236,0,0,0,0
eddieejin,0,0,0,3
ashwinb96,0,0,0,13
retromauro,0,0,0,5
hitesh_vectra,0,0,0,1
kalpeshk2011,0,0,0,138
lintool,0,0,0,195
shengs1123,0,0,0,60
jessicatshen,0,0,0,3
_orcaman,0,0,0,14
MichaBreakstone,0,0,0,0
PixelLabAI,0,0,0,0
sid_mnk,0,0,0,3
n1rual,0,0,0,1
shmkkr,0,0,0,0
ritvikpandey21,0,0,0,4
DR_VRF,0,0,0,0
networkspirits,0,0,0,9
jdroege,0,0,0,17
jn2clark,0,0,0,6
ericyuegu,0,0,0,19
baltaaazr,0,0,0,14
bigblueboo,0,0,0,15
ericzhao28,0,0,0,32
0xSMW,0,0,0,0
DanielEdrisian,0,0,0,0
andykonwinski,0,0,0,143
zhiyuan_zhou_,0,0,0,15
ChrisRackauckas,0,0,0,0
azari_ba,0,0,0,3
vivfaga,0,0,0,25
emailnicolas,0,0,0,17
PaulEremenko,0,0,0,0
haarnoja,0,0,0,43
humanscotti,0,0,0,37
PaulBLaursen,0,0,0,0
devnicius,0,0,0,0
henninger_matt,0,0,0,0
cyrusasfa,0,0,0,7
saumyamalik44,0,0,0,17
MetaPuppet,0,0,0,0
ManuAlzuru,0,0,0,0
andyzg3,0,0,0,33
podesta_aldo,0,0,0,4
maybeTuring,0,0,0,0
trevormccrt1,0,0,0,59
demirdjiantwins,0,0,0,0
TaskmasterAI,0,0,0,0
maithra_raghu,0,0,0,273
DaveWallsworth,0,0,0,0
jazco,0,0,0,115
hvngo2002,0,0,0,4
ingarobotics,0,0,0,13
plymouthstreet,0,0,0,41
PPLXfinance,0,0,0,0
cumulo_autumn,0,0,0,18
810396815,0,0,0,0
anitakirkovska,0,0,0,28
DavidAdeola_,0,0,0,0
Olfe_Kemomimi,0,0,0,0
dlbydq,0,0,0,10
dave_dlt,0,0,0,2
alipanju_,0,0,0,9
_laurenrothwell,0,0,0,4
cairns,0,0,0,12
kondrich2,0,0,0,66
sobereinstein,0,0,0,0
JanWitowski,0,0,0,0
ntkris,0,0,0,10
bokarevs,0,0,0,2
KatrinRenz,0,0,0,0
ema_totaro,0,0,0,4
ranagwho,0,0,0,3
jpwkhook,0,0,0,0
zhaofeng_wu,0,0,0,123
giannis_daras,0,0,0,73
Avanika15,0,0,0,0
LeoTronchon,0,0,0,0
zackferguson,0,0,0,2
jpodnos,0,0,0,1
jamiebyrne,0,0,0,12
helenaeverley,0,0,0,18
stevejang,0,0,0,33
BethanieMaples,0,0,0,0
rayjbjang,0,0,0,2
samokhvalov,0,0,0,9
PPLXsupply,0,0,0,0
PKelaita,0,0,0,0
JacksonMattT,0,0,0,0
fbradu_,0,0,0,0
ClintMcLean_,0,0,0,0
sofialacerdaso,0,0,0,0
KristinaUlicna,0,0,0,0
dnlklr,0,0,0,6
noahlt,0,0,0,4
letian_fu,0,0,0,12
thebrunchguy,0,0,0,7
yenceesanjeev,0,0,0,20
pontusab,0,0,0,39
TobiasFischer11,0,0,0,0
MichaelKratsios,0,0,0,0
ZenMoore1,0,0,0,0
LindseyLi_,0,0,0,0
dsrubinstein,0,0,0,12
shreyaskapur,0,0,0,39
joecappadona,0,0,0,2
jmin__cho,0,0,0,93
cmalaviya11,0,0,0,31
ishaanpreet,0,0,0,14
alexbaldwin,0,0,0,10
ryanfoutty,0,0,0,4
heinemandavidj,0,0,0,10
not_aman17,0,0,0,9
hoyeon_chang,0,0,0,51
jacobmbuckman,0,0,0,105
HavenFeng,0,0,0,0
leosilverberg,0,0,0,2
sangttruong,0,0,0,16
ScrappyCapital,0,0,0,0
jkallman85,0,0,0,3
LiangWenfengDS,0,0,0,0
laurentsifre,0,0,0,65
CianEastwood,0,0,0,0
gilrogers,0,0,0,0
ElizaKosoy,0,0,0,0
1aur3n_,0,0,0,26
jennytliang,0,0,0,20
KaitlynZhou,0,0,0,0
360_Hardware,0,0,0,0
Yash_471,0,0,0,0
fabrice_mayrand,0,0,0,14
FrancisEngelman,0,0,0,0
jc__gr,0,0,0,10
Goopt,0,0,0,0
ShawnFarsai,0,0,0,0
buzinover,0,0,0,4
tylerraye,0,0,0,14
ABosselut,0,0,0,0
SirBlueBorg,0,0,0,0
Taesung,0,0,0,0
_anish_agarwal,0,0,0,3
pdasigi,0,0,0,97
nsubramani23,0,0,0,88
ai2_climate,0,0,0,10
DanielKhashabi,0,0,0,0
danielking36,0,0,0,35
JoahSantos,0,0,0,0
edwardfhughes,0,0,0,61
arnon86,0,0,0,0
aref_vc,0,0,0,0
ppolon,0,0,0,3
Diesol,0,0,0,0
gstrompolos,0,0,0,14
aki_bayes,0,0,0,7
winstonweinberg,0,0,0,18
thisismyhat,0,0,0,69
CriMenghini,0,0,0,0
IanArawjo,0,0,0,0
NishantBalepur,0,0,0,0
christring_h,0,0,0,2
OrionReedOne,0,0,0,0
julianbenegas8,0,0,0,8
g0naji,0,0,0,11
_chotzen,0,0,0,2
MaartenSap,0,0,0,0
GabrielSarch,0,0,0,0
SLED_AI,0,0,0,0
adarsh_exe,0,0,0,30
FlintCasey,0,0,0,0
varunabgupta,0,0,0,6
jordan_dearsley,0,0,0,14
musho,0,0,0,3
mjacksonw,0,0,0,0
0xStephenByrne,0,0,0,0
jeffrey_hawke,0,0,0,16
lily_goli,0,0,0,7
ruilong_li,0,0,0,27
lmeyerov,0,0,0,14
itsjordantop,0,0,0,8
shivamshrirao,0,0,0,7
mihirneal,0,0,0,4
huyushi98,0,0,0,117
_arodriguezca,0,0,0,16
mattschleg,0,0,0,8
TheReelRobot,0,0,0,0
zamir_ar,0,0,0,65
Ac2zoom,0,0,0,0
vipul_261,0,0,0,0
gu_yuling,0,0,0,59
vjhofmann,0,0,0,71
nlee288,0,0,0,10
nterminus,0,0,0,13
Shiwei_Liu66,0,0,0,0
exploreml,0,0,0,7
pelaseyed,0,0,0,45
kareemsaleh,0,0,0,0
hyungjoochae,0,0,0,20
danwrightSF,0,0,0,0
Haofan_Wang,0,0,0,0
ArieCattan,0,0,0,0
akshatag77,0,0,0,24
KyleStachowicz,0,0,0,0
feng_jiahai,0,0,0,17
JiahengHu1,0,0,0,0
NicholasDRL,0,0,0,0
anil__tolwani,0,0,0,0
AskDexa,0,0,0,0
iopeak,0,0,0,1
andreikzrv,0,0,0,2
cristigoia_,0,0,0,0
PrismaXai,0,0,0,0
amysundae,0,0,0,39
gidsy,0,0,0,1
_EldarKurtic,0,0,0,0
_AmilDravid,0,0,0,0
ayaanzhaque,0,0,0,24
LiangBowen,0,0,0,0
NickLourie,0,0,0,0
_jeffda,0,0,0,19
ishanmkh,0,0,0,9
wetarynitup,0,0,0,12
jmusk,0,0,0,11
mechanicaldirk,0,0,0,68
taibabosnic,0,0,0,2
BLCNYY,0,0,0,0
valeriechen_,0,0,0,77
adamghaida,0,0,0,8
alishbaimran_,0,0,0,76
harsh_jhamtani,0,0,0,42
codezakh,0,0,0,34
nlpxuhui,0,0,0,83
SiddhaGanju,0,0,0,0
minjune_hwang,0,0,0,2
joiscoding,0,0,0,0
Xingyu2017,0,0,0,0
infinitefun_,0,0,0,7
lucyluwang,0,0,0,87
tal_august,0,0,0,48
gaurav_aggarwal,0,0,0,0
FriendsCallMeJW,0,0,0,0
oziadias,0,0,0,37
yancymin,0,0,0,6
compassbird,0,0,0,0
WasimKhal,0,0,0,0
alexisgauba,0,0,0,9
ryan_hoque,0,0,0,29
carlo_sferrazza,0,0,0,28
itsdanielho,0,0,0,19
bjhansz,0,0,0,2
LiJunnan0409,0,0,0,0
RossMead,0,0,0,0
HeikoBorchert,0,0,0,0
baesystemsai,0,0,0,0
tadpolelabs_ai,0,0,0,0
EmtiyazKhan,0,0,0,0
vidhisha_b,0,0,0,64
yangze0930,0,0,0,5
GaoyueZhou,0,0,0,0
KushtimusPrime,0,0,0,0
Mauricio_FPD,0,0,0,0
ogcryptoskier,0,0,0,1
genekogan,0,0,0,93
_sambk,0,0,0,25
SuvanshSanjeev,0,0,0,0
m_wulfmeier,0,0,0,133
EoghanH,0,0,0,0
kile_sway,0,0,0,1
fluorane,0,0,0,13
sanjayssub,0,0,0,55
ajay_frontiers,0,0,0,7
AIFoundation,0,0,0,0
wwzeng1,0,0,0,2
Cacciamani_MD,0,0,0,0
geohotarchive,0,0,0,13
joshenders,0,0,0,0
d_yuqing,0,0,0,51
vivianmshen,0,0,0,24
jermitron,0,0,0,10
LiTianleli,0,0,0,0
akyshnik,0,0,0,25
rronak_,0,0,0,10
AtownBrown,0,0,0,0
charlesakantor,0,0,0,1
rickyrauch,0,0,0,8
clintonjwang,0,0,0,8
yiwenyuan98,0,0,0,36
SanjanaBandara,0,0,0,0
davidgan__,0,0,0,6
dreidco,0,0,0,6
hansenlillemark,0,0,0,0
juancamilog,0,0,0,3
nlpandcss,0,0,0,39
lateinteraction,0,0,0,419
NLP4PosImpact,0,0,0,0
rachelnabors,0,0,0,22
arjunrajlab,0,0,0,49
MimansaJ,0,0,0,0
EdwardSun0909,0,0,0,0
InceptionAILabs,0,0,0,0
slim_shreydy,0,0,0,8
solyarisoftware,0,0,0,19
IainLJBrown,0,0,0,0
goodside,0,0,0,403
manast,0,0,0,1
EhsanShareghi,0,0,0,0
ahatamiz1,0,0,0,53
vllm_project,0,0,0,160
llama_index,0,0,0,332
llmsdottxt,0,0,0,3
JennaHannon,0,0,0,0
benchflow_ai,0,0,0,4
emilmichael,0,0,0,29
firecrawl_dev,0,0,0,70
AppInt4All,0,0,0,0
Wattenberger,0,0,0,0
MohitIyyer,0,0,0,0
shahab_raji,0,0,0,1
UnslothAI,0,0,0,0
anilkeshwani,0,0,0,9
LauraRuis,0,0,0,0
PeterWestTM,0,0,0,0
hailey_huong,0,0,0,9
_angie_chen,0,0,0,72
agromanou,0,0,0,23
JuliaKruk__,0,0,0,0
xl_nlp,0,0,0,93
ChengxuZhuang,0,0,0,0
chengmyra1,0,0,0,51
margs_li,0,0,0,70
vinodkpg,0,0,0,120
ruixiangcui,0,0,0,29
CopilotArena,0,0,0,0
eliebakouch,0,0,0,117
_avichawla,0,0,0,138
PandaAshwinee,0,0,0,0
cqzou,0,0,0,15
jrfisher552,0,0,0,21
Dorialexander,0,0,0,0
bailin_28,0,0,0,60
LuciaCKun,0,0,0,0
HilkeSchellmann,0,0,0,0
edchi,0,0,0,175
LoubnaBenAllal1,0,0,0,0
phokarlsson,0,0,0,25
thossainkay,0,0,0,17
prateeky2806,0,0,0,160
swetaagrawal20,0,0,0,66
rrmenon10,0,0,0,27
XiangZhou14,0,0,0,0
denny_zhou,0,0,0,317
YiSu37328759,0,0,0,0
SeunghyunSEO7,0,0,0,0
bartowski1182,0,0,0,28
jluan,0,0,0,165
opentools_,0,0,0,14
michaelssilver,0,0,0,7
Ninawildflower,0,0,0,0
lisa_iannattone,0,0,0,5
reinerpope,0,0,0,51
TheXeophon,0,0,0,0
NJLahori,0,0,0,0
s_tworkowski,0,0,0,46
mcpsummit,0,0,0,5
apoorvshrm,0,0,0,3
S_Jaszczur,0,0,0,0
StellaLisy,0,0,0,0
inference_net,0,0,0,5
Malcolm_Ocean,0,0,0,0
stablequan,0,0,0,61
AlexReyesMVP,0,0,0,0
ruochenz_,0,0,0,65
melaniesclar,0,0,0,90
yueqi_song,0,0,0,37
elmelis,0,0,0,72
PsychBoyH,0,0,0,0
qinan_yu,0,0,0,30
XiaoSophiaPu,0,0,0,0
PawarBI,0,0,0,0
JulieKallini,0,0,0,0
profjoeyg,0,0,0,99
MaartenGr,0,0,0,0
wordware,0,0,0,16
mobav0,0,0,0,168
carrigmat,0,0,0,141
ImadTaieb,0,0,0,0
timo_schick,0,0,0,120
KarelDoostrlnck,0,0,0,0
ManuelFaysse,0,0,0,0
smithECGBlog,0,0,0,0
arianTBD,0,0,0,0
JaneyGodley,0,0,0,0
supermemoryai,0,0,0,34
kunalhanda_,0,0,0,16
danavollmer,0,0,0,0
emnlpmeeting,0,0,0,357
aclmeeting,0,0,0,375
GenBench,0,0,0,0
a_stadt,0,0,0,88
BlancheMinerva,0,0,0,0
todor_m_markov,0,0,0,68
jacobaustin132,0,0,0,120
melvinjohnsonp,0,0,0,89
woosuk_k,0,0,0,86
GuillaumeLample,0,0,0,0
StephaneGazail1,0,0,0,0
saikrishna_gvs,0,0,0,39
MassCaccia,0,0,0,0
RishiRajani,0,0,0,0
ShikharMurty,0,0,0,0
billmckibben,0,0,0,17
Dr_Draper,0,0,0,0
DellMedSchool,0,0,0,0
DrSherineSalib,0,0,0,0
a_laviana,0,0,0,0
rosmine_b,0,0,0,36
jekbradbury,0,0,0,263
abacaj,0,0,0,262
sunnya97,0,0,0,9
huang_chao4969,0,0,0,18
Aurimas_Gr,0,0,0,0
stefan_fee,0,0,0,140
corentinlger,0,0,0,1
ziv_ravid,0,0,0,177
EricCook,0,0,0,0
HaihaoShen,0,0,0,0
h__j___han,0,0,0,27
maharshigor,0,0,0,35
yanda_chen_,0,0,0,85
remilouf,0,0,0,94
Benefitfocus,0,0,0,0
jeffbullas,0,0,0,33
erisaonX,0,0,0,0
alxfazio,0,0,0,39
p_nawrot,0,0,0,154
Zichun_Yu,0,0,0,0
ademasi_,0,0,0,0
OpenRouterAI,0,0,0,0
trochee,0,0,0,25
HaoyuDong9,0,0,0,0
cuddlesandrage,0,0,0,0
nathanparikh,0,0,0,0
HongyiWang10,0,0,0,0
BanghuaZ,0,0,0,0
sinchani,0,0,0,16
ArxivToday,0,0,0,0
FaZhou_998,0,0,0,0
schneiderb,0,0,0,1
RuralSenses,0,0,0,0
ekp,0,0,0,43
xu3kev,0,0,0,105
msurd,0,0,0,54
tuvllms,0,0,0,185
habbott,0,0,0,1
yorambac,0,0,0,131
ctjlewis,0,0,0,113
AcademixDirect,0,0,0,0
irishstarz29,0,0,0,0
DataJunkie,0,0,0,0
erik_nijkamp,0,0,0,48
ManlingLi_,0,0,0,0
ChengZhoujun,0,0,0,0
wzhao_nlp,0,0,0,164
EllaMinzhiLi,0,0,0,0
GXiming,0,0,0,0
HuangZi71008374,0,0,0,0
tiancheng_hu,0,0,0,61
ivanspmontero,0,0,0,6
sigitpurnomo,0,0,0,1
friederrrr,0,0,0,5
IdemErebus,0,0,0,0
samsja19,0,0,0,111
OrRaz6,0,0,0,0
KatherineAMunro,0,0,0,0
EchoShao8899,0,0,0,0
clefourrier,0,0,0,150
nlp_mit,0,0,0,112
centraly22,0,0,0,1
gwen_stay,0,0,0,0
schroneko,0,0,0,16
hrjn,0,0,0,7
DanAiTuning,0,0,0,0
christopher,0,0,0,39
cloud11665,0,0,0,47
philippdowling,0,0,0,1
maledorak,0,0,0,2
sanand0,0,0,0,6
dongyeopkang,0,0,0,59
ucsbNLP,0,0,0,0
BigscienceW,0,0,0,0
noahdgoodman,0,0,0,125
AITechnoPagan,0,0,0,0
willmcgugan,0,0,0,98
HanGuo97,0,0,0,0
rolandalong,0,0,0,13
xiamengzhou,0,0,0,157
FuxiaoL,0,0,0,0
BrendanBycroft,0,0,0,0
ArkaPal999,0,0,0,0
rogeap1,0,0,0,6
engramic_ai,0,0,0,0
mynamebedan,0,0,0,29
lrjconan,0,0,0,36
LlmJapan,0,0,0,0
virgie7777,0,0,0,5
andreasgrv,0,0,0,25
kmahowald,0,0,0,65
dsivakumar,0,0,0,55
dilipkay,0,0,0,18
RuiZhang1229,0,0,0,0
LaminiAI,0,0,0,0
LLMShield,0,0,0,0
boldingbroke,0,0,0,1
AliciaVParrish,0,0,0,0
minsik_nlp,0,0,0,47
chchtien,0,0,0,0
d_anubrata,0,0,0,27
mariaKhalusova,0,0,0,0
mobymartin,0,0,0,0
ayaka14732,0,0,0,30
ahalterman,0,0,0,12
RickLamers,0,0,0,0
fantinehuot,0,0,0,13
rebeccatqian,0,0,0,35
DenisPeskoff,0,0,0,0
ArtidoroPagnoni,0,0,0,0
Spa_NLP,0,0,0,0
hamilton_os,0,0,0,4
alisawuffles,0,0,0,138
raja_biswas,0,0,0,30
traceloopdev,0,0,0,5
MCP_Community,0,0,0,0
ori__ram,0,0,0,62
BLeavesYe,0,0,0,0
IbrahimSharraf,0,0,0,0
DongWan42101620,0,0,0,0
NatureHumBehav,0,0,0,0
huybery,0,0,0,205
HorizonAI_,0,0,0,0
daansan_ml,0,0,0,38
pieterdelobelle,0,0,0,15
ChrisEmezue,0,0,0,0
lorelupo,0,0,0,2
iamsteph,0,0,0,26
Yaqing_Wang,0,0,0,0
Chenyang_Lyu,0,0,0,0
urchadeDS,0,0,0,0
canudomc,0,0,0,11
sun_haitian,0,0,0,22
kratisaxena18,0,0,0,3
atakanince,0,0,0,4
adoC_mama,0,0,0,0
divy93t,0,0,0,163
TradeTalks,0,0,0,0
lmstudio,0,0,0,102
stdcompletions,0,0,0,6
Epyllionco,0,0,0,0
dmayhem93,0,0,0,25
itszn13,0,0,0,3
piergsessa,0,0,0,7
annadgoldie,0,0,0,154
gensim_py,0,0,0,48
thedansimonson,0,0,0,35
nlpmattg,0,0,0,218
thamar_solorio,0,0,0,133
knmnyn,0,0,0,80
alethioguy,0,0,0,33
HYannakoudakis,0,0,0,0
HillelNeuer,0,0,0,0
codertimo,0,0,0,3
esindurmusnlp,0,0,0,147
Ashkan_shzi,0,0,0,0
marian_nmt,0,0,0,81
Coffee_and_NLP,0,0,0,0
salamkhalifa,0,0,0,19
Walid_Magdy,0,0,0,0
osact_workshop,0,0,0,13
preslav_nakov,0,0,0,119
3ebdola,0,0,0,19
CopeNLU,0,0,0,0
ml_pacheco_,0,0,0,46
dirceu,0,0,0,1
CurriedAmanda,0,0,0,0
massa_haley,0,0,0,0
odashi_t,0,0,0,23
michaelryan207,0,0,0,96
amanlug,0,0,0,3
shizhediao,0,0,0,130
sannstanton,0,0,0,0
AnwaarSaeed3,0,0,0,0
HARRISFAULKNER,0,0,0,0
jake_oshea,0,0,0,5
nsnadeemsarwar,0,0,0,1
Linguamatics,0,0,0,0
eckart,0,0,0,1
rishiyadav,0,0,0,1
LouisKnightWebb,0,0,0,0
llm_sec,0,0,0,95
FeiJia9,0,0,0,0
tatsu_hashimoto,0,0,0,276
junxian_he,0,0,0,117
ShirleyYXWu,0,0,0,0
shashank_r12,0,0,0,35
my_cat_can_code,0,0,0,53
aypan_17,0,0,0,15
zhang_muru,0,0,0,37
nudehaberdasher,0,0,0,1
rd_rugg,0,0,0,27
tech_optimist,0,0,0,15
_weiping,0,0,0,43
SueDHellmann,0,0,0,0
hemingkx,0,0,0,71
Lin0Tan,0,0,0,0
xanderatallah,0,0,0,91
teelinsan,0,0,0,24
JoyHeYueya,0,0,0,0
forallmankind_,0,0,0,5
mzhangio,0,0,0,59
jonasschaefer_,0,0,0,2
HigherEdLife,0,0,0,0
richkemmer,0,0,0,0
kolinko,0,0,0,4
JoyceStrawser,0,0,0,0
zhuohan123,0,0,0,136
ExitsOutcomes,0,0,0,0
oleole,0,0,0,0
marah_i_abdin,0,0,0,6
MikeGunter_,0,0,0,0
greggretsch,0,0,0,1
desusnice,0,0,0,7
evanqjones,0,0,0,14
camrobjones,0,0,0,27
lukeiorio,0,0,0,9
gregzonx,0,0,0,0
neural_avb,0,0,0,28
JonathanRoumie,0,0,0,0
guyaglionby,0,0,0,25
verl_project,0,0,0,30
weixiong_1,0,0,0,44
philip_kiely,0,0,0,10
UnboxAI_,0,0,0,0
ClubRandom_,0,0,0,0
shahin_sefati,0,0,0,3
knowledgator,0,0,0,9
EdwardJian2,0,0,0,0
dylan_works_,0,0,0,35
nelsonfliu,0,0,0,179
lcastricato,0,0,0,114
SGhalebikesabi,0,0,0,0
tfgg2,0,0,0,43
zhyncs42,0,0,0,51
imaurer,0,0,0,18
Phonz,0,0,0,0
HeerJeet,0,0,0,0
bluepillmag,0,0,0,0
paolino,0,0,0,1
trywindow,0,0,0,1
akanshaag45,0,0,0,0
mattrickard,0,0,0,45
ludwig_ai,0,0,0,12
_poteboy_,0,0,0,0
freeplay_ai,0,0,0,3
neptune_ai,0,0,0,46
JoshuaRenyi,0,0,0,0
GrassrootsSci,0,0,0,0
zhichaoxu_ir,0,0,0,19
lunwang1996,0,0,0,79
abhicvk,0,0,0,2
EveMayerMedia,0,0,0,0
NativeApprops,0,0,0,0
DrDarbyXO,0,0,0,0
carmelyne,0,0,0,2
llm360,0,0,0,76
capis,0,0,0,1
boltdotdiy,0,0,0,2
ML_NLP,0,0,0,0
hanlin_hl,0,0,0,36
armancohan,0,0,0,141
tianyunnn,0,0,0,19
jaseweston,0,0,0,339
smolix,0,0,0,216
NLPerspectivWS,0,0,0,0
WonderMicky,0,0,0,0
MaazAmjad13,0,0,0,0
aylacroft,0,0,0,9
DrMattJ,0,0,0,0
zwlevonian,0,0,0,5
cocoweixu,0,0,0,295
BoulderNLP,0,0,0,0
EdinburghNLP,0,0,0,0
cambridgenlp,0,0,0,169
ucl_nlp,0,0,0,215
nlp_usc,0,0,0,148
GhanaNLP,0,0,0,0
WeCNLP,0,0,0,0
SheffieldNLP,0,0,0,0
princeton_nlp,0,0,0,146
MilaNLProc,0,0,0,0
uwnlp,0,0,0,324
unc_ai_group,0,0,0,144
iamAlexisKerr,0,0,0,0
yusuke_m_MU,0,0,0,0
ChenShani2,0,0,0,0
youjiaxuan,0,0,0,88
dangillmor,0,0,0,7
nathanhabib1011,0,0,0,46
rage_kg,0,0,0,2
